1,1,06.26,06.46,08.03,12.09,12.45,01.46,02.17,02.45,04.05,04.12,05.42,07.30
1,2,06.26,06.46,08.03,12.10,12.45,01.47,02.18,02.45,04.06,04.13,05.43,07.30
1,3,06.26,06.46,08.03,12.10,12.45,01.48,02.19,02.45,04.08,04.15,05.45,07.30
1,4,06.26,06.46,08.03,12.11,12.45,01.49,02.20,02.45,04.09,04.16,05.46,07.30
1,5,06.25,06.45,08.02,12.11,12.45,01.50,02.21,02.45,04.10,04.17,05.47,07.30
1,6,06.25,06.45,08.02,12.11,12.45,01.51,02.22,02.45,04.11,04.18,05.48,07.30
1,7,06.25,06.45,08.02,12.12,01.00,01.52,02.23,02.45,04.12,04.19,05.49,07.30
1,8,06.24,06.44,08.01,12.12,12.45,01.53,02.25,02.45,04.14,04.21,05.51,07.30
1,9,06.24,06.44,08.01,12.13,12.45,01.55,02.26,02.45,04.15,04.22,05.52,07.30
1,10,06.23,06.43,08.00,12.13,12.45,01.56,02.27,02.45,04.17,04.24,05.54,07.30
1,11,06.23,06.43,08.00,12.14,12.45,01.57,02.29,02.45,04.18,04.25,05.55,07.30
1,12,06.22,06.42,07.59,12.14,12.45,01.58,02.30,03.00,04.19,04.26,05.56,07.30
1,13,06.21,06.41,07.58,12.14,12.45,02.00,02.32,03.00,04.21,04.28,05.58,07.30
1,14,06.20,06.40,07.57,12.15,01.00,02.01,02.33,03.00,04.22,04.29,05.59,07.30
1,15,06.20,06.40,07.57,12.15,12.45,02.02,02.34,03.00,04.24,04.31,06.01,07.30
1,16,06.19,06.39,07.56,12.15,12.45,02.03,02.36,03.00,04.25,04.32,06.02,07.30
1,17,06.18,06.38,07.55,12.16,12.45,02.05,02.37,03.00,04.27,04.34,06.04,07.30
1,18,06.17,06.37,07.54,12.16,12.45,02.06,02.39,03.00,04.29,04.36,06.06,07.30
1,19,06.16,06.36,07.53,12.16,12.45,02.07,02.41,03.00,04.30,04.37,06.07,07.30
1,20,06.15,06.35,07.52,12.17,12.45,02.09,02.42,03.00,04.32,04.39,06.09,07.30
1,21,06.14,06.34,07.51,12.17,01.00,02.10,02.44,03.00,04.34,04.41,06.11,07.30
1,22,06.13,06.33,07.50,12.17,12.45,02.11,02.45,03.15,04.35,04.42,06.12,07.30
1,23,06.11,06.31,07.48,12.17,12.45,02.13,02.47,03.15,04.37,04.44,06.14,07.30
1,24,06.10,06.30,07.47,12.18,12.45,02.14,02.49,03.15,04.39,04.46,06.16,07.30
1,25,06.09,06.29,07.46,12.18,12.45,02.16,02.50,03.15,04.41,04.48,06.18,07.30
1,26,06.08,06.28,07.45,12.18,12.45,02.17,02.52,03.15,04.42,04.49,06.19,07.30
1,27,06.06,06.26,07.43,12.18,12.45,02.18,02.54,03.15,04.44,04.51,06.21,07.30
1,28,06.05,06.25,07.42,12.19,01.00,02.20,02.55,03.15,04.46,04.53,06.23,07.30
1,29,06.03,06.23,07.40,12.19,12.45,02.21,02.57,03.15,04.48,04.55,06.25,07.30
1,30,06.02,06.22,07.39,12.19,12.45,02.23,02.59,03.15,04.49,04.56,06.26,07.30
1,31,06.01,06.21,07.38,12.19,12.45,02.24,03.00,03.15,04.51,04.58,06.28,07.30
2,1,05.59,06.19,07.36,12.19,12.45,02.26,03.02,03.30,04.53,05.00,06.29,07.30
2,2,05.57,06.17,07.34,12.19,12.45,02.27,03.04,03.30,04.55,05.02,06.30,07.30
2,3,05.56,06.16,07.33,12.19,12.45,02.29,03.05,03.30,04.57,05.04,06.31,07.30
2,4,05.54,06.14,07.31,12.20,01.00,02.30,03.07,03.30,04.58,05.05,06.32,07.30
2,5,05.53,06.13,07.30,12.20,12.45,02.32,03.09,03.30,05.00,05.07,06.33,07.30
2,6,05.51,06.11,07.28,12.20,12.45,02.33,03.11,03.30,05.02,05.09,06.35,07.30
2,7,05.49,06.09,07.26,12.20,12.45,02.34,03.12,03.30,05.04,05.11,06.36,07.30
2,8,05.47,06.07,07.24,12.20,12.45,02.36,03.14,03.30,05.06,05.13,06.38,07.30
2,9,05.46,06.06,07.23,12.20,12.45,02.37,03.16,03.45,05.08,05.15,06.39,07.30
2,10,05.44,06.04,07.21,12.20,12.45,02.39,03.17,03.45,05.09,05.16,06.40,07.30
2,11,05.42,06.02,07.19,12.20,01.00,02.40,03.19,03.45,05.11,05.18,06.42,07.30
2,12,05.40,06.00,07.17,12.20,12.45,02.42,03.21,03.45,05.13,05.20,06.44,07.30
2,13,05.38,05.58,07.15,12.20,12.45,02.43,03.23,03.45,05.15,05.22,06.45,07.30
2,14,05.37,05.57,07.14,12.20,12.45,02.44,03.24,03.45,05.17,05.24,06.47,07.30
2,15,05.35,05.55,07.12,12.20,12.45,02.46,03.26,03.45,05.19,05.26,06.49,07.30
2,16,05.33,05.53,07.10,12.20,12.45,02.47,03.28,03.45,05.20,05.27,06.50,07.30
2,17,05.31,05.51,07.08,12.20,12.45,02.49,03.29,03.45,05.22,05.29,06.51,07.30
2,18,05.29,05.49,07.06,12.20,01.00,02.50,03.31,04.00,05.24,05.31,06.53,07.30
2,19,05.27,05.47,07.04,12.19,12.45,02.51,03.33,04.00,05.26,05.33,06.55,07.30
2,20,05.25,05.45,07.02,12.19,12.45,02.53,03.34,04.00,05.28,05.35,06.57,07.30
2,21,05.23,05.43,07.00,12.19,12.45,02.54,03.36,04.00,05.29,05.36,06.57,07.30
2,22,05.21,05.41,06.58,12.19,12.45,02.55,03.37,04.00,05.31,05.38,06.59,07.30
2,23,05.19,05.39,06.56,12.19,12.45,02.57,03.39,04.00,05.33,05.40,07.01,07.30
2,24,05.17,05.37,06.54,12.19,12.45,02.58,03.41,04.00,05.35,05.42,07.03,07.30
2,25,05.15,05.35,06.52,12.19,01.00,02.59,03.42,04.00,05.37,05.44,07.04,07.30
2,26,05.12,05.32,06.49,12.18,12.45,03.01,03.44,04.00,05.38,05.45,07.05,07.30
2,27,05.10,05.30,06.47,12.18,12.45,03.02,03.45,04.00,05.40,05.47,07.07,07.30
2,28,05.08,05.28,06.45,12.18,12.45,03.03,03.47,04.00,05.42,05.49,07.09,07.30
